postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded,longitude,latitude
TS19 8TT,441286,520445,Unsurveyed/Urban,30,Stockton-on-Tees,1,116500,FALSE,-1.362811234,54.577536642217154
NG18 3NH,456229,360472,Unsurveyed/Urban,130,Mansfield,1,147500,FALSE,-1.160921109,53.13844298580453
B24 0BQ,412693,291950,Unsurveyed/Urban,100,Birmingham,1,223900,FALSE,-1.814345135,52.52527910431729
PE3 6AP,518121,298693,Unsurveyed/Urban,10,Peterborough,1,372200,FALSE,-0.258450341,52.573239550810435
NR3 1LJ,623199,309065,Histosols,10,Norwich,6,221000,TRUE,1.296930091734945,52.63340851281949
NG11 8FG,455455,334981,Unsurveyed/Urban,40,Nottingham,1,133100,FALSE,-1.176861607,52.90940583627488
B2 4HJ,406800,286800,Unsurveyed/Urban,130,Birmingham,1,130300,FALSE,-1.901306738,52.47908523708662
NE66 1YH,418611,612942,Unsurveyed/Urban,80,Northumberland,1,188800,FALSE,-1.70761442,55.41005681
LS22 6TZ,439077,448568,Unsurveyed/Urban,50,Leeds,1,405600,FALSE,-1.406329479,53.93176901152444
HD1 9EB,414538,416902,Unsurveyed/Urban,80,Kirklees,1,,FALSE,-1.781543929,53.648423105566444
BD23 6HB,407017,453010,Cambisols,100,Craven,9,442300,FALSE,-1.894511753,53.97311222149999
NG6 0QN,454949,343167,Unsurveyed/Urban,40,Nottingham,1,127300,FALSE,-1.183000029,52.98303620410445
LN5 0HZ,498700,357700,Luvisols,60,North Kesteven,1,353300,FALSE,-0.527079777,53.107370780395705
LN1 1AJ,496357,373083,Planosols,20,Lincoln,1,259200,FALSE,-0.557437333,53.246030994477096
DN10 4FW,478323,389889,Luvisols,10,Bassetlaw,1,245300,FALSE,-0.823481892,53.40002585187865
NN14 4DR,498733,275300,Cambisols,50,North Northamptonshire,1,407100,FALSE,-0.551347262,52.36686544375092
OL1 4AB,393334,405749,Unsurveyed/Urban,200,Oldham,1,120700,FALSE,-2.102076092,53.54833210511965
DE7 7JY,442545,347191,Unsurveyed/Urban,80,Amber Valley,1,,FALSE,-1.367211207,53.02033192001416
NE29 9WX,432687,569414,Unsurveyed/Urban,60,North Tyneside,1,196400,FALSE,-1.4903295,55.01820406234221
S8 7BX,433922,381199,Unsurveyed/Urban,190,Sheffield,1,315800,FALSE,-1.49215721,53.32662863546037
HU8 8YE,510461,428821,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,104500,TRUE,-0.326560867,53.74407213540286
HU14 3HY,496800,426200,Luvisols,10,East Riding of Yorkshire,1,399000,FALSE,-0.534441865,53.72323436060214
NE12 7AG,426314,571652,Stagnosols,60,North Tyneside,1,235500,FALSE,-1.589790832,55.03869082913881
SK16 5LS,394939,398395,Unsurveyed/Urban,100,Tameside,1,172100,FALSE,-2.077731523,53.48224988
SK9 2SP,385920,382476,Unsurveyed/Urban,80,Cheshire East,1,220700,FALSE,-2.212919921,53.338996333135306
LE6 2DG,442364,313895,Unsurveyed/Urban,160,North West Leicestershire,1,,FALSE,-1.374229446,52.72105444103787
OL5 9AQ,397399,402061,Unsurveyed/Urban,150,Tameside,1,180200,FALSE,-2.040693969,53.51521981112272
CW2 8AS,369651,354372,Unsurveyed/Urban,50,Cheshire East,1,182400,FALSE,-2.454563037,53.08569534
LS29 7DS,417171,446354,Stagnosols,60,Bradford,1,383200,FALSE,-1.740083321,53.913055212198486
YO7 2JT,447224,491254,Cambisols,150,Hambleton,1,443000,FALSE,-1.275600039,54.31470052576199
YO42 2XG,479650,449170,Cambisols,30,East Riding of Yorkshire,1,243800,FALSE,-0.788344349,53.93253668264463
SK8 6LQ,387453,385556,Unsurveyed/Urban,80,Stockport,1,302000,FALSE,-2.190020282,53.36672006
NG13 8YG,469766,339395,Luvisols,50,Rushcliffe,1,330400,FALSE,-0.963152066,52.94741376941526
HU10 6EJ,503581,428895,Unsurveyed/Urban,10,East Riding of Yorkshire,8,57700,FALSE,-0.43081293,53.74614762027093
OL6 8PF,394052,399943,Unsurveyed/Urban,130,Tameside,1,159600,FALSE,-2.091127459,53.49615446643572
WF3 2WG,430365,425100,Unsurveyed/Urban,130,Leeds,1,185500,FALSE,-1.541319542,53.72142971866819
ST8 7NH,390389,357913,Stagnosols,280,Staffordshire Moorlands,1,222500,FALSE,-2.145054022,53.11830576449211
WF1 2DL,432720,424363,Unsurveyed/Urban,70,Wakefield,1,327200,FALSE,-1.505710345,53.71466391662674
HD2 1AT,415082,418519,Unsurveyed/Urban,70,Kirklees,8,122600,FALSE,-1.773236468,53.66294158317032
LE5 9BH,459294,304253,Unsurveyed/Urban,70,Leicester,1,,FALSE,-1.12533667,52.63279942
B77 9AY,421405,303425,Unsurveyed/Urban,70,Tamworth,1,,FALSE,-1.685201176,52.62816485776334
NE47 9BY,383861,555826,Stagnosols,240,Northumberland,1,272900,FALSE,-2.253172176,54.89690117687488
NE29 0YJ,435300,568400,Unsurveyed/Urban,30,North Tyneside,1,264400,FALSE,-1.449590588,55.00891463755462
NG2 5JT,459297,337241,Unsurveyed/Urban,30,Rushcliffe,6,134600,FALSE,-1.119328483,52.92930984926354
WS3 3PL,399768,303232,Unsurveyed/Urban,160,Walsall,1,206500,FALSE,-2.004861653,52.62684722200636
YO21 2PH,477566,505481,Stagnosols,130,Scarborough,1,307400,FALSE,-0.805583872,54.438831765546766
PE2 6BP,514184,296248,Cambisols,20,Peterborough,1,251700,FALSE,-0.317357607,52.55210872889349
PE12 0TN,531859,313062,Gleysols,0,South Holland,1,462800,FALSE,-0.050121708,52.69918478497433
DH3 2NF,427859,555255,Unsurveyed/Urban,70,Gateshead,1,314500,FALSE,-1.567202361,54.89126441143984
YO15 2DD,518396,466658,Unsurveyed/Urban,10,East Riding of Yorkshire,1,141400,FALSE,-0.191678327,54.08223524874595
HU12 9SP,524589,425353,Cambisols,10,East Riding of Yorkshire,1,203300,FALSE,-0.113853877,53.70973746130345
PE15 5RB,541595,296879,Unsurveyed/Urban,0,Fenland,1,,FALSE,0.086926701,52.551344807600934
S70 4PB,435200,405375,Unsurveyed/Urban,120,Barnsley,1,102600,FALSE,-1.47027621,53.54384229370395
YO4 6RW,460894,438513,Gleysols,0,Selby,1,,FALSE,-1.076081819,53.839307191368384
BD19 3UY,418229,425890,Unsurveyed/Urban,110,Kirklees,1,350200,FALSE,-1.725182035,53.72909263090738
TS10 2LD,461343,523754,Unsurveyed/Urban,10,Redcar and Cleveland,1,160900,FALSE,-1.051874447,54.605239356969456
HG2 9BW,430184,454384,Unsurveyed/Urban,130,Harrogate,1,611600,FALSE,-1.541194488,53.984632640495484
NR4 6EA,622994,306228,Unsurveyed/Urban,20,Norwich,1,321800,FALSE,1.2919934810065619,52.60803094538592
NR18 9TR,606594,299904,Luvisols,50,South Norfolk,1,403400,FALSE,1.046225952482137,52.55773930775397
PE1 4DG,519515,299573,Unsurveyed/Urban,10,Peterborough,1,186500,FALSE,-0.237574032,52.580842653547236
ST8 7AX,388323,356561,Unsurveyed/Urban,210,Staffordshire Moorlands,1,245900,FALSE,-2.175872859,53.10611102571177
SK3 8FR,389357,390095,Unsurveyed/Urban,60,Stockport,1,230000,FALSE,-2.161561678,53.407561229200425
SK16 5HP,395945,397618,Unsurveyed/Urban,160,Tameside,1,166700,FALSE,-2.062561978,53.47527479607901
LE2 6BA,458954,303270,Unsurveyed/Urban,60,Leicester,1,213900,FALSE,-1.130534803,52.62400049957988
B46 2EX,421871,293132,Unsurveyed/Urban,70,North Warwickshire,10,457400,FALSE,-1.678992795,52.53561580371106
SK3 0FG,387717,389434,Unsurveyed/Urban,50,Stockport,1,445500,FALSE,-2.18620514,53.40158385303746
LE67 0BF,442306,314418,Unsurveyed/Urban,150,North West Leicestershire,1,,FALSE,-1.375020916,52.72576024074513
IP25 6HX,592851,300430,Arenosols,60,Breckland,1,256200,FALSE,0.8440771837900654,52.567501552710894
DN22 1EH,469677,382659,Gleysols,10,Bassetlaw,1,,FALSE,-0.955083981,53.33625907233605
TS5 8WY,447638,515372,Stagnosols,30,Middlesbrough,1,141400,FALSE,-1.265372266,54.53139327601334
YO3 7GZ,459885,452724,Unsurveyed/Urban,10,York,1,,FALSE,-1.088638625,53.96713369922349
B74 4QP,410713,299045,Unsurveyed/Urban,170,Birmingham,1,603900,FALSE,-1.843302013,52.589103890401056
OL6 6LF,394146,399107,Unsurveyed/Urban,110,Tameside,1,136800,FALSE,-2.089694625,53.488641234061035
HX1 9JJ,409508,425333,Unsurveyed/Urban,130,Calderdale,1,,FALSE,-1.857382165,53.72431622605174
NE33 4LL,436510,566516,Unsurveyed/Urban,20,South Tyneside,1,107200,FALSE,-1.430911888,54.991898558579315
B45 9WH,399605,277992,Stagnosols,190,Birmingham,1,222700,FALSE,-2.007231002,52.39994184825661
NE15 0EJ,413429,566898,Stagnosols,140,Northumberland,1,333500,FALSE,-1.791625828,54.99648304659139
NN17 4XD,487936,291075,Arenosols,130,North Northamptonshire,1,968600,FALSE,-0.705727341,52.51048363110648
S36 9FS,423546,401105,Cambisols,320,Barnsley,1,399400,FALSE,-1.646458738,53.50611194725635
LE4 4ZY,459525,306627,Unsurveyed/Urban,50,Leicester,1,254900,FALSE,-1.121496613,52.654113245726776
HD3 4YW,411506,417329,Unsurveyed/Urban,210,Kirklees,1,409400,FALSE,-1.827396159,53.652335839321246
DL3 9EW,427326,515756,Unsurveyed/Urban,50,Darlington,1,280700,FALSE,-1.579200992,54.536342410752376
PE13 5HU,542807,314547,Gleysols,0,Fenland,1,287700,FALSE,0.11242127994914486,52.70975139126027
NR3 1GU,623369,309152,Unsurveyed/Urban,10,Norwich,4,214600,TRUE,1.2994965649265442,52.634119447835545
S66 7QB,454206,391597,Unsurveyed/Urban,90,Rotherham,1,127700,FALSE,-1.18586109,53.41839864078879
DH3 1EQ,426924,555946,Unsurveyed/Urban,30,Gateshead,1,159700,FALSE,-1.581714403,54.89752480179211
B12 8UU,408329,284605,Unsurveyed/Urban,120,Birmingham,1,169500,FALSE,-1.87884818,52.45933141683561
HG5 9HD,433500,458100,Luvisols,90,Harrogate,1,427300,FALSE,-1.490221164,54.017825862114684
S74 9LD,437551,400435,Unsurveyed/Urban,110,Barnsley,1,365000,FALSE,-1.435390087,53.49927957049251
PE30 4PZ,563404,320335,Unsurveyed/Urban,10,King's Lynn and West Norfolk,4,175800,FALSE,0.41990340837867873,52.75591647471064
NG31 6WZ,491519,335571,Unsurveyed/Urban,60,South Kesteven,1,177300,FALSE,-0.640577052,52.90978460790441
HD1 1DX,414503,416898,Unsurveyed/Urban,80,Kirklees,1,684000,FALSE,-1.78207359,53.64838811679303
PE9 4QH,502859,307115,Unsurveyed/Urban,30,South Kesteven,1,402400,FALSE,-0.480945532,52.65202158398517
HD3 4UY,410719,416803,Unsurveyed/Urban,160,Kirklees,1,145300,FALSE,-1.839320897,53.64762462122379
NR7 0YX,625400,310800,Unsurveyed/Urban,40,Broadland,1,335200,FALSE,1.330579996313112,52.648070554223565
BD20 8RH,399738,444648,Stagnosols,110,Craven,8,226700,FALSE,-2.005472449,53.89800260844055
ST10 1AH,400764,343323,Stagnosols,180,Staffordshire Moorlands,1,173500,FALSE,-1.990067796,52.987243316000836
TS26 0PB,448382,533296,Stagnosols,40,Hartlepool,1,167100,FALSE,-1.250925499,54.69238742242716
M34 1HP,392880,394116,Unsurveyed/Urban,90,Tameside,1,,FALSE,-2.108659693,53.44376404590271
DN21 3HS,488088,399651,Podsols,10,West Lindsey,1,218700,FALSE,-0.673927647,53.486211276248156
WS13 8TW,414848,312983,Arenosols,70,Lichfield,1,320300,FALSE,-1.781644631,52.71430501820682
HD3 3GN,410701,418685,Cambisols,260,Kirklees,1,259500,FALSE,-1.839529073,53.664540654184016
S45 0LQ,435099,365417,Cambisols,260,North East Derbyshire,1,516300,FALSE,-1.476221369,53.184697243127076
DN33 2ES,527182,406273,Unsurveyed/Urban,10,North East Lincolnshire,1,276300,FALSE,-0.082378657,53.53771411
SK2 5SE,391317,388995,Unsurveyed/Urban,90,Stockport,1,300300,FALSE,-2.132047947,53.397710158859724
LE7 7RF,458196,313079,Luvisols,60,Charnwood,1,426500,FALSE,-1.140002218,52.71225187390528
B44 9RN,408160,295391,Unsurveyed/Urban,160,Birmingham,1,177500,FALSE,-1.881074537,52.55629895087494
SK6 1AF,393441,391140,Unsurveyed/Urban,110,Stockport,1,242400,FALSE,-2.100150675,53.41702168059864
DE1 0QB,435996,335424,Unsurveyed/Urban,50,Derby,1,,FALSE,-1.466139303,52.91503955167631
NG24 3EG,481180,351618,Unsurveyed/Urban,20,Newark and Sherwood,1,201600,FALSE,-0.790254679,53.05566117283391
NG8 2NF,452246,339649,Unsurveyed/Urban,50,Nottingham,1,376100,FALSE,-1.223822678,52.95168478
S26 4TP,445580,385521,Unsurveyed/Urban,90,Rotherham,1,117900,FALSE,-1.316515212,53.36460186191825
DL13 3RE,412160,530929,Stagnosols,180,County Durham,1,223000,FALSE,-1.812959576,54.67328526595333
LN10 6SR,519685,363109,Stagnosols,10,East Lindsey,1,297900,FALSE,-0.211742832,53.15167909095146
PE1 1JS,519000,298500,Unsurveyed/Urban,10,Peterborough,1,2483900,FALSE,-0.245555718,52.57131393863257
WF10 4BW,443549,424915,Unsurveyed/Urban,30,Wakefield,1,959900,FALSE,-1.341564323,53.71883620511521
NG1 3BZ,457513,340123,Unsurveyed/Urban,40,Nottingham,1,753100,FALSE,-1.145354292,52.95540763954654
HU16 5FN,502985,432116,Unsurveyed/Urban,30,East Riding of Yorkshire,1,216500,FALSE,-0.438773697,53.77520519214937
YO12 4EE,503314,487435,Unsurveyed/Urban,50,Scarborough,1,226500,FALSE,-0.414997819,54.27213791630344
LN12 2JJ,552228,381641,Gleysols,10,East Lindsey,8,253900,TRUE,0.2833556603278711,53.30983186530068
NR20 3PD,603484,311385,Luvisols,40,Breckland,1,577400,FALSE,1.0074752547216546,52.66197947068465
SR4 9HR,436065,555650,Unsurveyed/Urban,80,Sunderland,1,46500,FALSE,-1.439226431,54.89429109259752
LS10 4UA,431040,427788,Unsurveyed/Urban,110,Leeds,1,133100,FALSE,-1.530822015,53.74554922677451
SR5 1JR,439173,558694,Unsurveyed/Urban,40,Sunderland,1,152800,FALSE,-1.390358461,54.92141063419651
LS20 9NN,420289,443122,Stagnosols,200,Leeds,1,284400,FALSE,-1.692830099,53.88389503746746
LS29 7AU,415593,444824,Stagnosols,160,Bradford,1,336300,FALSE,-1.764183139,53.899353545088914
NE61 6NU,421675,585219,Stagnosols,50,Northumberland,1,277600,FALSE,-1.661348956,55.16082464602962
NE28 9EB,431011,568184,Unsurveyed/Urban,50,North Tyneside,1,248300,FALSE,-1.516672895,55.00725839677399
NG15 6WD,452203,347682,Unsurveyed/Urban,90,Ashfield,1,189000,FALSE,-1.223168691,53.02389243665233
S75 5ET,429908,409924,Unsurveyed/Urban,110,Barnsley,1,171400,FALSE,-1.549699734,53.585055714657734
LS13 3DG,423894,434847,Unsurveyed/Urban,140,Leeds,1,172600,FALSE,-1.638629304,53.80936906773143
NG5 2FY,457489,343219,Unsurveyed/Urban,70,Nottingham,1,178500,FALSE,-1.145162796,52.98323770745349
WS7 8RN,404859,309041,Unsurveyed/Urban,170,Lichfield,1,,FALSE,-1.929567089,52.679047694454425
B32 1HD,400119,284755,Unsurveyed/Urban,200,Birmingham,1,223500,FALSE,-1.999676438,52.46074168448738
CW5 5EL,364775,352505,Unsurveyed/Urban,40,Cheshire East,3,228500,FALSE,-2.527153489,53.06861306061496
BD3 0SD,417579,433703,Unsurveyed/Urban,150,Bradford,1,110100,FALSE,-1.734591923,53.799337335697345
WS9 8EU,403450,300411,Stagnosols,150,Walsall,1,323500,FALSE,-1.950494707,52.60147700560203
WF17 0QZ,422714,426149,Unsurveyed/Urban,110,Kirklees,1,134100,FALSE,-1.657185336,53.73124548037791
NE4 7NL,423162,563324,Unsurveyed/Urban,40,Newcastle upon Tyne,1,338100,FALSE,-1.63978067,54.96401172935138
DH6 5FF,430682,538142,Unsurveyed/Urban,90,County Durham,1,262000,FALSE,-1.524999664,54.73732028845603
DN16 2UT,489229,408568,Unsurveyed/Urban,40,North Lincolnshire,1,112800,FALSE,-0.654199798,53.566146503628715
IP12 1TB,628545,250298,Arenosols,0,East Suffolk,1,346600,FALSE,1.3357767705502501,52.103769471412754
LE12 8WB,456319,317203,Cambisols,40,Charnwood,1,343800,FALSE,-1.167076958,52.74951913905285
NE46 2HY,392813,563053,Stagnosols,130,Northumberland,1,299300,FALSE,-2.113774104,54.962055686753004
DE21 7RL,440274,335533,Unsurveyed/Urban,70,Derby,1,193600,FALSE,-1.402510108,52.915716601082615
TS12 3BD,465978,517032,Stagnosols,130,Redcar and Cleveland,1,187700,FALSE,-0.981639579,54.54425676
LE9 7DR,446507,298145,Cambisols,120,Hinckley and Bosworth,1,131600,FALSE,-1.315110841,52.57913746761954
S6 5LS,431505,388845,Unsurveyed/Urban,150,Sheffield,1,206000,FALSE,-1.527685729,53.39550210805796
WF12 0BQ,424389,418582,Unsurveyed/Urban,150,Kirklees,1,129400,FALSE,-1.632389301,53.66315861637461
CW5 5LS,365016,352607,Unsurveyed/Urban,40,Cheshire East,1,230000,FALSE,-2.523568068,53.06954579219077
LE2 4YP,459294,304253,Unsurveyed/Urban,70,Leicester,1,438400,FALSE,-1.12533667,52.63279942
YO4 5AW,469771,448055,Gleysols,10,York,1,,FALSE,-0.93903421,53.923940189197246
DE55 5PD,443485,360068,Planosols,140,Bolsover,1,133100,FALSE,-1.351462809,53.13600112015333
BD21 4FB,407342,441183,Cambisols,110,Bradford,1,110400,FALSE,-1.889836535,53.86680960811806
NR31 7EB,652057,302731,Unsurveyed/Urban,10,Great Yarmouth,1,188900,FALSE,1.7176429296258946,52.56396725537246
LE2 5RD,462612,300030,Unsurveyed/Urban,100,Oadby and Wigston,1,350600,FALSE,-1.077116631,52.594468718932895
WS2 7LZ,399355,301154,Unsurveyed/Urban,140,Walsall,1,136000,FALSE,-2.010958261,52.60816610578997
NE3 1UT,424496,568346,Unsurveyed/Urban,60,Newcastle upon Tyne,1,307800,FALSE,-1.618518967,55.00907584959428
DE55 7FX,441666,355119,Unsurveyed/Urban,130,Amber Valley,1,227500,FALSE,-1.379291198,53.09166212305983
HU5 3BA,507946,430656,Unsurveyed/Urban,0,"Kingston upon Hull, City of",6,142300,FALSE,-0.364037977,53.76108460610377
WF4 4XL,428800,417500,Cambisols,60,Wakefield,1,246600,FALSE,-1.565738119,53.65321033
LS22 4RY,440069,448587,Unsurveyed/Urban,40,Leeds,1,667000,FALSE,-1.391219393,53.93186418015031
LN4 1EY,501351,370457,Leptosols,20,North Kesteven,1,266800,FALSE,-0.483458624,53.221505910449075
NE46 1WW,394412,564793,Cambisols,30,Northumberland,1,282100,TRUE,-2.088836377,54.97771250585642
NR5 0QZ,617600,310500,Unsurveyed/Urban,40,South Norfolk,1,265500,FALSE,1.2152785424465369,52.64856010344591
HG3 4JA,420277,462312,Stagnosols,120,Harrogate,1,456600,FALSE,-1.691743552,54.056366897612435
B74 4RF,410192,299458,Unsurveyed/Urban,160,Birmingham,1,540600,FALSE,-1.850979707,52.592826567988105
WF17 9DN,422532,427020,Unsurveyed/Urban,160,Kirklees,1,91400,FALSE,-1.659880851,53.73908178730157
LS25 2XA,439221,432401,Unsurveyed/Urban,50,Leeds,1,227400,FALSE,-1.406196287,53.78645921
HD8 0UE,420865,412915,Stagnosols,190,Kirklees,1,162900,FALSE,-1.686096176,53.61237498244006
HD7 2ZG,412900,408200,Unsurveyed/Urban,260,Kirklees,1,,FALSE,-1.806680519,53.57025047836664
BD12 8JN,415262,427003,Unsurveyed/Urban,170,Bradford,1,129700,FALSE,-1.770097794,53.73919083998619
DH1 4JT,426119,541873,Unsurveyed/Urban,90,County Durham,1,533000,FALSE,-1.595531554,54.77110487287125
SR2 7NH,438702,556033,Unsurveyed/Urban,40,Sunderland,1,97000,FALSE,-1.398063198,54.897536056381185
LS1 8EB,430000,433700,Unsurveyed/Urban,50,Leeds,1,,FALSE,-1.54601827,53.79874523409188
NE42 6BP,408468,563879,Cambisols,20,Northumberland,1,254000,FALSE,-1.869258278,54.969461767316695
DE24 9JL,436945,332051,Unsurveyed/Urban,50,Derby,1,119700,FALSE,-1.45240933,52.884655755810165
WF13 1UR,424400,421600,Unsurveyed/Urban,40,Kirklees,1,186800,FALSE,-1.631986658,53.69028374751796
B20 3TB,405673,289709,Unsurveyed/Urban,120,Birmingham,1,294900,FALSE,-1.917851877,52.50524958451051
YO60 7ER,471791,467258,Stagnosols,90,Ryedale,1,409100,FALSE,-0.903754896,54.09622271169576
NG23 5FA,484908,349077,Cambisols,20,South Kesteven,1,335300,FALSE,-0.735316311,53.03224712640904
NR1 3NF,623020,308176,Unsurveyed/Urban,20,Norwich,1,312200,FALSE,1.2936899250660185,52.625503373204495
PE9 2FN,502859,307115,Unsurveyed/Urban,30,South Kesteven,1,403900,FALSE,-0.480945532,52.65202158398517
DL8 4PP,412537,488092,Cambisols,110,Richmondshire,1,289100,FALSE,-1.808914284,54.28830519563189
DE11 1EL,429930,319759,Unsurveyed/Urban,90,South Derbyshire,1,,FALSE,-1.557777339,52.77459567047597
YO25 8SD,511697,447317,Cambisols,10,East Riding of Yorkshire,1,250100,FALSE,-0.301117928,53.90997668986881
YO2 3PX,453470,448163,Luvisols,20,York,1,,FALSE,-1.187210458,53.926846405406714
NG21 9NN,462430,366801,Arenosols,60,Newark and Sherwood,1,175600,FALSE,-1.067006243,53.19463732677801
TS11 6JH,463485,521846,Cambisols,30,Redcar and Cleveland,1,147500,FALSE,-1.019131818,54.58783101783053
CW1 1JH,371767,355861,Unsurveyed/Urban,50,Cheshire East,1,,FALSE,-2.423103466,53.09919616275236
PE25 1QE,555745,368990,Gleysols,0,East Lindsey,6,189900,TRUE,0.3299114537688659,53.19518760482662
TS5 5EU,448620,519078,Unsurveyed/Urban,10,Middlesbrough,1,38200,FALSE,-1.249588301,54.56460253622689
NN16 9XD,487543,280901,Arenosols,100,North Northamptonshire,1,394600,FALSE,-0.714183377,52.41910582
PE3 8BU,516428,300539,Unsurveyed/Urban,20,Peterborough,1,229600,FALSE,-0.282771621,52.590191902254354
WF4 4HB,428385,416889,Cambisols,90,Wakefield,1,260900,FALSE,-1.572072349,53.647741303651415
LN1 1TP,496900,371300,Unsurveyed/Urban,10,Lincoln,1,301700,FALSE,-0.549844316,53.22991038840693
DL1 5EA,429153,513415,Unsurveyed/Urban,40,Darlington,1,103000,FALSE,-1.551197079,54.515203365114736
NR32 9EP,653603,293372,Unsurveyed/Urban,10,East Suffolk,1,,FALSE,1.733267922,52.47929218119462
WS15 3LD,405502,321071,Planosols,100,Lichfield,1,430900,FALSE,-1.919859111,52.78718611857988
WS15 1JL,404027,317231,Arenosols,100,Cannock Chase,1,194700,FALSE,-1.941775643,52.75267910519343
NE10 0NY,428599,561822,Unsurveyed/Urban,50,Gateshead,1,164000,FALSE,-1.555015729,54.95023386944343
SK8 5PR,388180,387716,Unsurveyed/Urban,60,Stockport,1,243900,FALSE,-2.179176549,53.38615224282642
NR17 1SG,606258,291029,Stagnosols,40,Breckland,1,357200,FALSE,1.0357759202671697,52.478193539344176
OL6 8EN,394984,399942,Unsurveyed/Urban,150,Tameside,1,156000,FALSE,-2.077078718,53.496155393178306
B28 9BL,410643,281669,Unsurveyed/Urban,130,Birmingham,1,114100,FALSE,-1.844885267,52.432897140425396
S81 9YE,458566,379019,Unsurveyed/Urban,40,Bassetlaw,1,148800,FALSE,-1.122591685,53.30488811509812
DN22 7JS,471504,379065,Unsurveyed/Urban,20,Bassetlaw,1,167800,FALSE,-0.928461356,53.30371609847892
BD10 9LZ,418135,437526,Unsurveyed/Urban,120,Bradford,1,171700,FALSE,-1.725926803,53.833678830149495
S66 9HN,449217,389184,Planosols,120,Rotherham,1,126900,FALSE,-1.261296018,53.39719899865069
LS6 2BT,428379,435841,Unsurveyed/Urban,100,Leeds,1,330800,FALSE,-1.570431113,53.81807845
LS5 3XP,425678,436411,Unsurveyed/Urban,60,Leeds,1,193100,FALSE,-1.611408361,53.82334124532216
NE1 2DB,425874,564298,Unsurveyed/Urban,20,Newcastle upon Tyne,1,463500,FALSE,-1.597337513,54.97263134
NN16 9YQ,486533,278774,Unsurveyed/Urban,80,North Northamptonshire,1,208000,FALSE,-0.729579883,52.400149164879565
S43 4AX,450074,375258,Cambisols,120,Bolsover,1,179200,FALSE,-1.250605276,53.27195332057126
LS12 1NS,427500,433200,Unsurveyed/Urban,80,Leeds,1,128000,FALSE,-1.584016808,53.79438895222299
HD2 2UH,414000,418100,Unsurveyed/Urban,90,Kirklees,1,269300,FALSE,-1.789629209,53.65920541871373
LS29 8DN,411742,447832,Unsurveyed/Urban,80,Bradford,1,388400,FALSE,-1.822674945,53.92648933
DH1 5XZ,425136,544963,Stagnosols,120,County Durham,1,305000,FALSE,-1.610544263,54.79892238119921
YO7 4PJ,435559,478784,Stagnosols,30,Harrogate,1,317100,FALSE,-1.456373405,54.203577384964426
NE5 5LE,419622,566777,Unsurveyed/Urban,120,Newcastle upon Tyne,1,124200,FALSE,-1.694833402,54.99519165424214
DL7 9NE,430322,487533,Cambisols,40,Hambleton,1,471200,FALSE,-1.535772888,54.282539856054385
HX1 2QG,409172,424839,Unsurveyed/Urban,150,Calderdale,1,148500,FALSE,-1.862488764,53.71988207328067
S2 4DB,435712,386138,Unsurveyed/Urban,60,Sheffield,8,2158900,TRUE,-1.464727903,53.370904219406896
S32 2HF,424208,377403,Cambisols,140,Derbyshire Dales,1,449600,FALSE,-1.638287621,53.293039509713395
LE16 9GW,472110,286174,Planosols,90,Harborough,1,308600,FALSE,-0.939928576,52.46875125
NE35 9BW,434737,561738,Unsurveyed/Urban,30,South Tyneside,1,225200,FALSE,-1.45919786,54.94909082
WS11 3WL,398177,310473,Unsurveyed/Urban,160,Cannock Chase,1,191600,FALSE,-2.028408585,52.69193816489533
B11 4HE,409014,283052,Unsurveyed/Urban,130,Birmingham,1,235200,FALSE,-1.86880833,52.44535925119833
YO2 1PQ,459800,450900,Unsurveyed/Urban,20,York,1,,FALSE,-1.090290966,53.95075199618314
NE10 0WG,428349,562307,Unsurveyed/Urban,40,Gateshead,1,147700,FALSE,-1.558871139,54.95460627191345
DE2 0SP,439317,332668,Unsurveyed/Urban,40,Derby,1,,FALSE,-1.417086913,52.890034236847995
LE8 5WF,461517,292133,Stagnosols,120,Harborough,1,263700,FALSE,-1.094741422,52.52360966277838
HU9 1XX,510461,428821,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,172100,TRUE,-0.326560867,53.74407213540286
DL12 9RF,403586,514322,Stagnosols,240,County Durham,1,277500,FALSE,-1.946108523,54.52417432830564
NG34 0UA,509792,335042,Gleysols,30,North Kesteven,1,312400,FALSE,-0.369150021,52.90161284656077
YO3 7AR,460057,453174,Unsurveyed/Urban,10,York,1,,FALSE,-1.085928663,53.97115774131088
YO7 2ER,445807,482057,Stagnosols,60,Hambleton,1,234200,FALSE,-1.298783603,54.23217984710572
NG1 2GQ,457379,339763,Unsurveyed/Urban,40,Nottingham,1,354400,FALSE,-1.147412289,52.952186192917324
B6 5JX,408322,289383,Unsurveyed/Urban,110,Birmingham,1,220700,FALSE,-1.878833511,52.502285438974056
LE7 7AH,454698,307402,Arenosols,70,Charnwood,1,314000,FALSE,-1.192716252,52.661586839721316
M24 1SL,388733,404455,Unsurveyed/Urban,100,Oldham,1,216600,FALSE,-2.171468364,53.53662167154581
WS5 3AF,402720,297224,Unsurveyed/Urban,120,Walsall,1,376700,FALSE,-1.96129808,52.57283052883753
